Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
PETRONET,PETRONET LNG LTD,Energy,Equity,"8,317,382.96",0.03,"8,317,382.96","2,984,542.00",2.79,India,National Stock Exchange Of India,USD,79.18,INR,-
4958,ZHEN DING TECHNOLOGY HOLDING LTD,Information Technology,Equity,"8,269,771.81",0.03,"8,269,771.81","2,567,075.00",3.22,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
IOICORP,IOI CORPORATION,Consumer Staples,Equity,"8,254,368.70",0.03,"8,254,368.70","9,799,020.00",0.84,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
INDIGO,INTERGLOBE AVIATION LTD,Industrials,Equity,"8,236,677.69",0.03,"8,236,677.69","385,431.00",21.37,India,National Stock Exchange Of India,USD,79.18,INR,-
1339,THE PEOPLES INSURANCE CO (GROUP),Financials,Equity,"8,219,148.71",0.03,"8,219,148.71","27,217,000.00",0.3,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
GODREJPROP,GODREJ PROPERTIES LTD,Real Estate,Equity,"8,200,232.07",0.03,"8,200,232.07","496,322.00",16.52,India,National Stock Exchange Of India,USD,79.18,INR,-
ALFAA,ALFA A,Industrials,Equity,"8,179,878.76",0.03,"8,179,878.76","11,428,000.00",0.72,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
BHARATFORG,BHARAT FORGE LTD,Consumer Discretionary,Equity,"8,169,527.67",0.03,"8,169,527.67","972,900.00",8.4,India,National Stock Exchange Of India,USD,79.18,INR,-
ALE,ALLEGRO SA,Consumer Discretionary,Equity,"8,164,450.55",0.03,"8,164,450.55","1,396,507.00",5.85,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.7,PLN,-
5830,DB INSURANCE LTD,Financials,Equity,"8,133,140.22",0.03,"8,133,140.22","185,457.00",43.85,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2105,CHENG SHIN RUBBER INDUSTRY LTD,Consumer Discretionary,Equity,"8,130,652.66",0.03,"8,130,652.66","6,893,128.00",1.18,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
KLK,KUALA LUMPUR KEPONG,Consumer Staples,Equity,"8,126,287.26",0.03,"8,126,287.26","1,740,000.00",4.67,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
3759,PHARMARON BEIJING LTD H,Health Care,Equity,"8,114,264.05",0.03,"8,114,264.05","751,400.00",10.8,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
BCOLOMBIA,BANCOLOMBIA SA,Financials,Equity,"8,101,118.88",0.03,"8,101,118.88","1,004,533.00",8.06,Colombia,Bolsa De Valores De Colombia,USD,"4,374.70",COP,-
CSNA3,COMPANHIA SIDERURGICA NACIONAL SA,Materials,Equity,"8,090,523.37",0.03,"8,090,523.37","2,782,160.00",2.91,Brazil,XBSP,USD,5.34,BRL,-
2356,INVENTEC CORP,Information Technology,Equity,"8,062,776.64",0.03,"8,062,776.64","10,011,281.00",0.81,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
352820,HYBE LTD,Communication,Equity,"8,051,885.36",0.03,"8,051,885.36","66,028.00",121.95,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2408,NANYA TECHNOLOGY CORP,Information Technology,Equity,"8,013,909.40",0.03,"8,013,909.40","4,729,000.00",1.69,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
267250,HD HYUNDAI LTD,Energy,Equity,"8,005,649.16",0.03,"8,005,649.16","198,197.00",40.39,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
285,BYD ELECTRONIC (INTERNATIONAL) LTD,Information Technology,Equity,"7,997,782.89",0.03,"7,997,782.89","2,729,000.00",2.93,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
600436,ZHANGZHOU PIENTZEHUANG PHARMACEUTI,Health Care,Equity,"7,972,793.28",0.03,"7,972,793.28","154,850.00",51.49,China,Shanghai Stock Exchange,USD,6.71,CNY,-
KIO,KUMBA IRON ORE LTD,Materials,Equity,"7,965,751.45",0.03,"7,965,751.45","260,715.00",30.55,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
271560,ORION CORP,Consumer Staples,Equity,"7,957,770.73",0.03,"7,957,770.73","96,215.00",82.71,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
EUROB,EUROBANK HOLDINGS SA,Financials,Equity,"7,945,078.10",0.03,"7,945,078.10","10,279,302.00",0.77,Greece,Athens Exchange S.A. Cash Market,USD,0.98,EUR,-
601328,BANK OF COMMUNICATIONS LTD A,Financials,Equity,"7,944,714.86",0.03,"7,944,714.86","10,732,573.00",0.74,China,Shanghai Stock Exchange,USD,6.71,CNY,-
32640,LG UPLUS CORP,Communication,Equity,"7,932,210.93",0.03,"7,932,210.93","834,809.00",9.5,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2344,WINBOND ELECTRONICS CORP,Information Technology,Equity,"7,927,835.57",0.03,"7,927,835.57","11,962,000.00",0.66,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
SCGP.R,SCG PACKAGING PCL NON-VOTING DR,Materials,Equity,"7,913,766.77",0.03,"7,913,766.77","5,346,600.00",1.48,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
3900,GREENTOWN CHINA LTD,Real Estate,Equity,"7,855,000.92",0.03,"7,855,000.92","3,622,000.00",2.17,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
2129,TCL ZHONGHUAN RENEWABLE ENERGY TEC,Information Technology,Equity,"7,838,848.08",0.03,"7,838,848.08","866,593.00",9.05,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
ENELAM,ENEL AMERICAS SA,Utilities,Equity,"7,808,268.70",0.03,"7,808,268.70","85,240,340.00",0.09,Chile,Santiago Stock Exchange,USD,968.2,CLP,-
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Consumer Staples,Equity,"7,804,841.67",0.03,"7,804,841.67","5,934,500.00",1.32,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
600406,NARI TECHNOLOGY LTD A,Industrials,Equity,"7,803,450.48",0.03,"7,803,450.48","1,804,245.00",4.33,China,Shanghai Stock Exchange,USD,6.71,CNY,-
11780,KUMHO PETRO CHEMICAL LTD,Materials,Equity,"7,800,517.02",0.03,"7,800,517.02","73,469.00",106.17,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
300014,EVE ENERGY LTD A,Industrials,Equity,"7,773,854.47",0.03,"7,773,854.47","500,853.00",15.52,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
MISC,MISC,Industrials,Equity,"7,765,496.39",0.03,"7,765,496.39","4,954,700.00",1.57,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
PGE,PGE POLSKA GRUPA ENERGETYCZNA SA,Utilities,Equity,"7,760,470.33",0.03,"7,760,470.33","3,542,329.00",2.19,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.7,PLN,-
INDF,INDOFOOD SUKSES MAKMUR,Consumer Staples,Equity,"7,727,208.59",0.03,"7,727,208.59","16,793,800.00",0.46,Indonesia,Indonesia Stock Exchange,USD,"14,996.00",IDR,-
PPH,PEPKOR HOLDINGS SHS LTD,Consumer Discretionary,Equity,"7,714,208.92",0.03,"7,714,208.92","6,612,320.00",1.17,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
8046,NAN YA PRINTED CIRCUIT BOARD CORP,Information Technology,Equity,"7,713,791.95",0.03,"7,713,791.95","914,000.00",8.44,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
HINDPETRO,HINDUSTAN PETROLEUM CORP LTD,Energy,Equity,"7,702,913.85",0.03,"7,702,913.85","2,492,390.00",3.09,India,National Stock Exchange Of India,USD,79.18,INR,-
71050,KOREA INVESTMENT HOLDINGS LTD,Financials,Equity,"7,698,508.02",0.03,"7,698,508.02","162,174.00",47.47,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
SANB11,BANCO SANTANDER BRASIL UNITS SA,Financials,Equity,"7,668,961.78",0.03,"7,668,961.78","1,436,114.00",5.34,Brazil,XBSP,USD,5.34,BRL,-
35250,KANGWON LAND INC,Consumer Discretionary,Equity,"7,634,743.84",0.03,"7,634,743.84","386,119.00",19.77,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
392,BEIJING ENTERPRISES HOLDINGS LTD,Utilities,Equity,"7,629,420.68",0.03,"7,629,420.68","2,165,500.00",3.52,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
6669,WIWYNN CORPORATION CORP,Information Technology,Equity,"7,624,127.52",0.03,"7,624,127.52","349,000.00",21.85,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
601899,ZIJIN MINING GROUP LTD A,Materials,Equity,"7,624,738.43",0.03,"7,624,738.43","5,651,500.00",1.35,China,Shanghai Stock Exchange,USD,6.71,CNY,-
383220,F&F LTD,Consumer Discretionary,Equity,"7,615,579.92",0.03,"7,615,579.92","71,988.00",105.79,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
326030,SK BIOPHARMACEUTICALS LTD,Health Care,Equity,"7,596,296.36",0.03,"7,596,296.36","123,262.00",61.63,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2196,SHANGHAI FOSUN PHARMACEUTICAL (GRO,Health Care,Equity,"7,567,908.59",0.03,"7,567,908.59","1,888,500.00",4.01,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
1347,HUA HONG SEMICONDUCTOR LTD,Information Technology,Equity,"7,550,690.94",0.03,"7,550,690.94","2,333,000.00",3.24,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
MOTHERSON,SAMVARDHANA MOTHERSON INTERNATIONA,Consumer Discretionary,Equity,"7,524,754.92",0.03,"7,524,754.92","4,975,214.00",1.51,India,National Stock Exchange Of India,USD,79.18,INR,-
601816,BEIJING-SHANGHAI HIGH SPEED RAILWA,Industrials,Equity,"7,513,792.09",0.03,"7,513,792.09","10,402,100.00",0.72,China,Shanghai Stock Exchange,USD,6.71,CNY,-
SIMEPLT,SIME DARBY PLANTATION,Consumer Staples,Equity,"7,506,377.74",0.03,"7,506,377.74","8,206,973.00",0.91,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
TORNTPHARM,TORRENT PHARMACEUTICALS LTD,Health Care,Equity,"7,505,416.93",0.03,"7,505,416.93","201,540.00",37.24,India,National Stock Exchange Of India,USD,79.18,INR,-
2,CHINA VANKE LTD A,Real Estate,Equity,"7,501,395.47",0.03,"7,501,395.47","2,619,234.00",2.86,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
TUPRS.E,TURKIYE PETROL RAFINERILERI A,Energy,Equity,"7,488,680.78",0.03,"7,488,680.78","527,828.00",14.19,Turkey,Istanbul Stock Exchange,USD,17.24,TRY,-
CMPC,EMPRESAS CMPC SA,Materials,Equity,"7,480,560.68",0.03,"7,480,560.68","4,429,773.00",1.69,Chile,Santiago Stock Exchange,USD,968.2,CLP,-
RHBBANK,RHB BANK,Financials,Equity,"7,468,163.11",0.03,"7,468,163.11","5,852,925.00",1.28,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
853,MICROPORT SCIENTIFIC CORP,Health Care,Equity,"7,451,099.32",0.03,"7,451,099.32","2,652,000.00",2.81,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
GENM,GENTING MALAYSIA,Consumer Discretionary,Equity,"7,426,449.19",0.03,"7,426,449.19","11,619,900.00",0.64,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
900926,SHANGHAI BAOSIGHT SOFTWARE LTD B,Information Technology,Equity,"7,427,831.84",0.03,"7,427,831.84","1,783,393.00",4.17,China,Shanghai Stock Exchange,USD,1,USD,-
772,CHINA LITERATURE LTD,Communication,Equity,"7,424,216.21",0.03,"7,424,216.21","1,643,600.00",4.52,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
BAAKOMB,KOMERCNI BANK,Financials,Equity,"7,415,235.72",0.03,"7,415,235.72","281,676.00",26.33,Czech Republic,Prague Stock Exchange,USD,24.35,CZK,-
1111,SAUDI TADAWUL GROUP CO,Financials,Equity,"7,363,326.80",0.03,"7,363,326.80","143,371.00",51.36,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
URC,UNIVERSAL ROBINA CORP,Consumer Staples,Equity,"7,345,677.77",0.03,"7,345,677.77","3,556,120.00",2.07,Philippines,Philippine Stock Exchange Inc.,USD,56.06,PHP,-
LH.R,LAND AND HOUSE PUBLIC NON-VOTING D,Real Estate,Equity,"7,344,392.03",0.03,"7,344,392.03","31,983,500.00",0.23,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
BERGEPAINT,BERGER PAINTS INDIA LTD,Materials,Equity,"7,339,137.79",0.03,"7,339,137.79","979,495.00",7.49,India,National Stock Exchange Of India,USD,79.18,INR,-
696,TRAVELSKY TECHNOLOGY LTD H,Information Technology,Equity,"7,334,968.56",0.03,"7,334,968.56","3,916,000.00",1.87,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
CRC.R,CENTRAL RETAIL CORPORATION PCL NON,Consumer Discretionary,Equity,"7,321,637.11",0.03,"7,321,637.11","7,507,534.00",0.98,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
HAR,HARMONY GOLD MINING COMPANY LIMITE,Materials,Equity,"7,318,116.30",0.03,"7,318,116.30","2,238,243.00",3.27,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
IRCTC,INDIAN RAILWAY CATERING AND TOURIS,Industrials,Equity,"7,269,208.40",0.03,"7,269,208.40","987,812.00",7.36,India,National Stock Exchange Of India,USD,79.18,INR,-
AMER3,AMERICANAS SA,Consumer Discretionary,Equity,"7,242,719.88",0.03,"7,242,719.88","2,493,832.00",2.9,Brazil,XBSP,USD,5.34,BRL,-
123,YUEXIU PROPERTY COMPANY LTD,Real Estate,Equity,"7,241,314.72",0.03,"7,241,314.72","5,799,000.00",1.25,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
600048,POLY DEVELOPMENTS AND HOLDINGS GRO,Real Estate,Equity,"7,240,401.53",0.03,"7,240,401.53","3,015,184.00",2.4,China,Shanghai Stock Exchange,USD,6.71,CNY,-
2460,GANFENG LITHIUM LTD A,Materials,Equity,"7,234,143.23",0.03,"7,234,143.23","429,073.00",16.86,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
CENCOSUD,CENCOSUD SA,Consumer Staples,Equity,"7,224,115.63",0.03,"7,224,115.63","5,727,941.00",1.26,Chile,Santiago Stock Exchange,USD,968.2,CLP,-
9922,JIUMAOJIU INTERNATIONAL HOLDINGS L,Consumer Discretionary,Equity,"7,213,807.25",0.03,"7,213,807.25","2,961,000.00",2.44,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
161390,HANKOOK TIRE & TECHNOLOGY LTD,Consumer Discretionary,Equity,"7,206,259.05",0.03,"7,206,259.05","285,559.00",25.24,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
MRF,MRF LTD,Consumer Discretionary,Equity,"7,202,065.84",0.03,"7,202,065.84","7,569.00",951.52,India,National Stock Exchange Of India,USD,79.18,INR,-
2883,CHINA OILFIELD SERVICES LTD H,Energy,Equity,"7,202,795.60",0.03,"7,202,795.60","7,670,000.00",0.94,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
GCARSOA1,GRUPO CARSO SERIES A1,Industrials,Equity,"7,194,283.92",0.03,"7,194,283.92","1,918,941.00",3.75,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
1898,CHINA COAL ENERGY LTD H,Energy,Equity,"7,190,045.93",0.03,"7,190,045.93","8,708,000.00",0.83,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
YESBANK,YES BANK LTD,Financials,Equity,"7,178,016.29",0.03,"7,178,016.29","44,227,892.00",0.16,India,National Stock Exchange Of India,USD,79.18,INR,-
1336,NEW CHINA LIFE INSURANCE COMPANY L,Financials,Equity,"7,179,057.47",0.03,"7,179,057.47","2,819,900.00",2.55,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
8454,MOMO COM INC,Consumer Discretionary,Equity,"7,174,912.75",0.03,"7,174,912.75","267,600.00",26.81,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
2588,BOC AVIATION LTD,Industrials,Equity,"7,175,372.86",0.03,"7,175,372.86","875,100.00",8.2,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
SISE.E,TURKIYE SISE VE CAM FABRIKALARI A,Industrials,Equity,"7,176,527.78",0.03,"7,176,527.78","5,776,150.00",1.24,Turkey,Istanbul Stock Exchange,USD,17.24,TRY,-
JINDALSTEL,JINDAL STEEL AND POWER LTD,Materials,Equity,"7,168,320.68",0.03,"7,168,320.68","1,619,751.00",4.43,India,National Stock Exchange Of India,USD,79.18,INR,-
128940,HANMI PHARM LTD,Health Care,Equity,"7,118,901.33",0.03,"7,118,901.33","28,558.00",249.28,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
3105,WIN SEMICONDUCTORS CORP,Information Technology,Equity,"7,110,604.03",0.03,"7,110,604.03","1,308,000.00",5.44,Taiwan,Gretai Securities Market,USD,29.8,TWD,-
601919,COSCO SHIPPING HOLDINGS LTD A,Industrials,Equity,"7,100,582.64",0.03,"7,100,582.64","3,232,164.00",2.2,China,Shanghai Stock Exchange,USD,6.71,CNY,-
TOWR,SARANA MENARA NUSANTARA,Communication,Equity,"7,089,223.93",0.03,"7,089,223.93","93,665,200.00",0.08,Indonesia,Indonesia Stock Exchange,USD,"14,996.00",IDR,-
24110,INDUSTRIAL BANK OF KOREA,Financials,Equity,"7,071,835.97",0.03,"7,071,835.97","1,010,068.00",7,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
4210,SAUDI RESEARCH AND MEDIA GROUP,Communication,Equity,"7,071,687.91",0.03,"7,071,687.91","146,994.00",48.11,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
INDUSTOWER,INDUS TOWERS LTD,Communication,Equity,"7,073,077.37",0.03,"7,073,077.37","2,654,122.00",2.66,India,National Stock Exchange Of India,USD,79.18,INR,-
189,DONGYUE GROUP LTD,Materials,Equity,"7,066,805.13",0.03,"7,066,805.13","6,108,000.00",1.16,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
570,CHINA TRADITIONAL CHI MEDICINE CO,Health Care,Equity,"7,065,327.06",0.03,"7,065,327.06","11,576,000.00",0.61,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
SPL,SANTANDER BANK POLSKA SA,Financials,Equity,"7,065,426.51",0.03,"7,065,426.51","142,882.00",49.45,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.7,PLN,-
1268,CHINA MEIDONG AUTO HOLDINGS LTD,Consumer Discretionary,Equity,"7,057,319.97",0.03,"7,057,319.97","2,372,000.00",2.98,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
BRES,BARWA REAL ESTATE,Real Estate,Equity,"7,053,760.40",0.03,"7,053,760.40","7,465,281.00",0.94,Qatar,Qatar Exchange,USD,3.64,QAR,-
1988,CHINA MINSHENG BANKING CORP LTD H,Financials,Equity,"7,053,799.75",0.03,"7,053,799.75","20,733,548.00",0.34,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
BEM.R,BANGKOK EXPRESSWAY AND METRO PCL N,Industrials,Equity,"7,048,826.95",0.03,"7,048,826.95","29,974,100.00",0.24,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
2633,TAIWAN HIGH SPEED RAIL CORP,Industrials,Equity,"7,027,828.86",0.03,"7,027,828.86","7,453,000.00",0.94,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
1882,HAITIAN INTERNATIONAL LTD,Industrials,Equity,"6,984,545.21",0.03,"6,984,545.21","2,749,000.00",2.54,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
6886,HUATAI SECURITIES LTD H,Financials,Equity,"6,977,777.15",0.03,"6,977,777.15","5,089,400.00",1.37,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
300124,SHENZHEN INOVANCE TECHNOLOGY LTD A,Industrials,Equity,"6,969,174.52",0.03,"6,969,174.52","725,897.00",9.6,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
600905,CHINA THREE GORGES RENEWABLES(GROU,Utilities,Equity,"6,966,320.67",0.03,"6,966,320.67","7,304,825.00",0.95,China,Shanghai Stock Exchange,USD,6.71,CNY,-
8770,HOTEL SHILLA LTDINARY SHARES KOREA,Consumer Discretionary,Equity,"6,959,291.86",0.03,"6,959,291.86","130,713.00",53.24,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2459,JA SOLAR TECHNOLOGY LTD A,Information Technology,Equity,"6,959,927.00",0.03,"6,959,927.00","588,900.00",11.82,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
884,CIFI HOLDINGS (GROUP) LTD,Real Estate,Equity,"6,951,511.42",0.03,"6,951,511.42","15,951,991.00",0.44,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
BTS.R,BTS GROUP HOLDINGS NON-VOTING DR P,Industrials,Equity,"6,931,496.47",0.03,"6,931,496.47","29,302,800.00",0.24,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
BRFS3,BRF BRASIL FOODS SA,Consumer Staples,Equity,"6,927,498.62",0.03,"6,927,498.62","2,357,912.00",2.94,Brazil,XBSP,USD,5.34,BRL,-
600690,HAIER SMART HOME LTD A,Consumer Discretionary,Equity,"6,907,124.57",0.03,"6,907,124.57","1,759,741.00",3.93,China,Shanghai Stock Exchange,USD,6.71,CNY,-
900948,INNER MONGOLIA YITAI COAL LTD B,Energy,Equity,"6,845,758.00",0.03,"6,845,758.00","4,231,000.00",1.62,China,Shanghai Stock Exchange,USD,1,USD,-
966,CHINA TAIPING INSURANCE HLDGS LTD,Financials,Equity,"6,818,582.53",0.03,"6,818,582.53","5,747,860.00",1.19,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
MAXIS,MAXIS,Communication,Equity,"6,791,031.62",0.03,"6,791,031.62","9,003,200.00",0.75,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
AUROPHARMA,AUROBINDO PHARMA LTD,Health Care,Equity,"6,790,125.07",0.03,"6,790,125.07","983,655.00",6.9,India,National Stock Exchange Of India,USD,79.18,INR,-
1313,CHINA RESOURCES CEMENT HOLDINGS LT,Materials,Equity,"6,780,262.61",0.03,"6,780,262.61","10,078,000.00",0.67,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
6110,TOPSPORTS INTERNATIONAL HOLDINGS L,Consumer Discretionary,Equity,"6,760,976.29",0.03,"6,760,976.29","7,537,000.00",0.9,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
601601,CHINA PACIFIC INSURANCE (GROUP) LT,Financials,Equity,"6,746,416.07",0.03,"6,746,416.07","1,965,407.00",3.43,China,Shanghai Stock Exchange,USD,6.71,CNY,-
200596,ANHUI GUJING DISTILLERY LTD B,Consumer Staples,Equity,"6,739,423.81",0.03,"6,739,423.81","433,500.00",15.55,China,Shenzhen Stock Exchange,USD,7.85,HKD,-
IOC,INDIAN OIL CORP LTD,Energy,Equity,"6,733,232.26",0.03,"6,733,232.26","7,333,041.00",0.92,India,National Stock Exchange Of India,USD,79.18,INR,-
8464,NIEN MADE ENTERPRISE LTD,Consumer Discretionary,Equity,"6,728,255.03",0.03,"6,728,255.03","711,000.00",9.46,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
TOP.R,THAI OIL NON-VOTING DR PCL,Energy,Equity,"6,715,717.25",0.03,"6,715,717.25","4,759,600.00",1.41,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
763,ZTE CORP H,Information Technology,Equity,"6,702,327.33",0.03,"6,702,327.33","3,023,000.00",2.22,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
APPC,ADVANCED PETROCHEMICAL,Materials,Equity,"6,697,183.06",0.03,"6,697,183.06","528,177.00",12.68,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
MABANEE,MABANEE COMPANY,Real Estate,Equity,"6,694,617.90",0.03,"6,694,617.90","2,659,251.00",2.52,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
2869,GREENTOWN SERVICE GROUP LTD,Real Estate,Equity,"6,695,370.19",0.03,"6,695,370.19","5,904,000.00",1.13,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
329180,HYUNDAI HEAVY INDUSTRIES LTD,Industrials,Equity,"6,695,272.55",0.03,"6,695,272.55","70,463.00",95.02,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
GBK,GULF BANK,Financials,Equity,"6,653,863.82",0.03,"6,653,863.82","6,372,992.00",1.04,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
2128,CHINA LESSO GROUP HOLDINGS LTD,Industrials,Equity,"6,650,737.44",0.03,"6,650,737.44","4,677,000.00",1.42,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
6881,CHINA GALAXY SECURITIES LTD H,Financials,Equity,"6,640,885.32",0.03,"6,640,885.32","13,029,500.00",0.51,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
JFC,JOLLIBEE FOODS CORP,Consumer Discretionary,Equity,"6,631,852.39",0.03,"6,631,852.39","1,813,569.00",3.66,Philippines,Philippine Stock Exchange Inc.,USD,56.06,PHP,-
7203,AL-ELM INFORMATION SECURITY COMPAN,Information Technology,Equity,"6,619,957.38",0.03,"6,619,957.38","95,582.00",69.26,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
AEV,ABOITIZ EQUITY VENTURES PHP1 INC,Industrials,Equity,"6,605,567.28",0.03,"6,605,567.28","7,384,010.00",0.89,Philippines,Philippine Stock Exchange Inc.,USD,56.06,PHP,-
139480,E-MART INC,Consumer Staples,Equity,"6,605,721.87",0.03,"6,605,721.87","80,241.00",82.32,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
300498,WENS FOODSTUFF GROUP LTD,Consumer Staples,Equity,"6,605,700.18",0.03,"6,605,700.18","1,794,870.00",3.68,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
TBIG,TOWER BERSAMA INFRASTRUCTURE,Communication,Equity,"6,590,641.10",0.03,"6,590,641.10","33,054,600.00",0.2,Indonesia,Indonesia Stock Exchange,USD,"14,996.00",IDR,-
ALPHA,ALPHA SERVICES AND HOLDINGS SA,Financials,Equity,"6,585,673.37",0.03,"6,585,673.37","8,622,621.00",0.76,Greece,Athens Exchange S.A. Cash Market,USD,0.98,EUR,-
BIOCON,BIOCON LTD,Health Care,Equity,"6,583,369.63",0.03,"6,583,369.63","1,621,800.00",4.06,India,National Stock Exchange Of India,USD,79.18,INR,-
ETE,NATIONAL BANK OF GREECE SA,Financials,Equity,"6,569,462.31",0.03,"6,569,462.31","2,169,123.00",3.03,Greece,Athens Exchange S.A. Cash Market,USD,0.98,EUR,-
AXIATA,AXIATA GROUP,Communication,Equity,"6,562,569.78",0.03,"6,562,569.78","10,722,900.00",0.61,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
