iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 10, 2022"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"191,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ENGI","ENGIE SA","Utilities","Equity","6,614,363.24","0.04","6,614,363.24","542,175.00","12.20","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"2010","SAUDI BASIC INDUSTRIES","Materials","Equity","6,596,059.18","0.04","6,596,059.18","187,463.00","35.19","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"ETR","ENTERGY CORP","Utilities","Equity","6,591,398.66","0.04","6,591,398.66","60,466.00","109.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","6,575,983.80","0.04","6,575,983.80","401,955.00","16.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMAB","GENMAB","Health Care","Equity","6,568,608.43","0.04","6,568,608.43","20,161.00","325.81","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.75","DKK","-"
"VRSN","VERISIGN INC","Information Technology","Equity","6,562,902.80","0.04","6,562,902.80","31,510.00","208.28","United States","NASDAQ","USD","1.00","USD","-"
"FMG","FORTESCUE METALS GROUP LTD","Materials","Equity","6,562,277.89","0.04","6,562,277.89","489,931.00","13.39","Australia","Asx - All Markets","USD","1.36","AUD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","6,540,247.00","0.04","6,540,247.00","13,492.00","484.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","6,540,238.09","0.04","6,540,238.09","49,747.00","131.47","United States","NASDAQ","USD","1.00","USD","-"
"6178","JAPAN POST HOLDINGS LTD","Financials","Equity","6,536,681.58","0.04","6,536,681.58","824,300.00","7.93","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","Financials","Equity","6,515,364.00","0.04","6,515,364.00","1,309,985.00","4.97","Brazil","XBSP","USD","5.05","BRL","-"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","Information Technology","Equity","6,505,243.48","0.04","6,505,243.48","62,956.00","103.33","United States","NASDAQ","USD","1.00","USD","-"
"600519","KWEICHOW MOUTAI LTD A","Consumer Staples","Equity","6,502,926.55","0.04","6,502,926.55","22,932.00","283.57","China","Shanghai Stock Exchange","USD","6.32","CNY","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","6,502,346.90","0.04","6,502,346.90","61,517.00","105.70","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","6,500,054.00","0.04","6,500,054.00","295,457.00","22.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","6,484,267.10","0.04","6,484,267.10","751,500.00","8.63","Singapore","Singapore Exchange","USD","1.36","SGD","-"
"PPL","PEMBINA PIPELINE CORP","Energy","Equity","6,478,469.67","0.04","6,478,469.67","176,170.00","36.77","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"VMW","VMWARE CLASS A INC","Information Technology","Equity","6,475,083.94","0.04","6,475,083.94","56,794.00","114.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DBK","DEUTSCHE BANK AG","Financials","Equity","6,459,076.37","0.04","6,459,076.37","601,851.00","10.73","Germany","Xetra","USD","0.91","EUR","-"
"SAMPO","SAMPO","Financials","Equity","6,449,528.75","0.04","6,449,528.75","144,957.00","44.49","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.91","EUR","-"
"KEY","KEYCORP","Financials","Equity","6,447,328.72","0.04","6,447,328.72","280,807.00","22.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HZNP","HORIZON THERAPEUTICS PUBLIC PLC","Health Care","Equity","6,447,006.72","0.04","6,447,006.72","63,756.00","101.12","United States","NASDAQ","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","6,442,812.50","0.04","6,442,812.50","66,250.00","97.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"4452","KAO CORP","Consumer Staples","Equity","6,439,208.38","0.04","6,439,208.38","153,900.00","41.84","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","6,390,366.06","0.04","6,390,366.06","197,300.00","32.39","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"KYGA","KERRY GROUP PLC","Consumer Staples","Equity","6,374,065.62","0.04","6,374,065.62","60,600.00","105.18","Ireland","Irish Stock Exchange - All Market","USD","0.91","EUR","-"
"VIE","VEOLIA ENVIRON. SA","Utilities","Equity","6,370,929.98","0.04","6,370,929.98","211,023.00","30.19","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"2303","UNITED MICRO ELECTRONICS CORP","Information Technology","Equity","6,351,123.50","0.04","6,351,123.50","3,410,000.00","1.86","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","6,343,522.05","0.04","6,343,522.05","47,315.00","134.07","United States","NASDAQ","USD","1.00","USD","-"
"7751","CANON INC","Information Technology","Equity","6,341,154.66","0.04","6,341,154.66","272,000.00","23.31","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"4901","FUJIFILM HOLDINGS CORP","Information Technology","Equity","6,327,641.96","0.04","6,327,641.96","106,500.00","59.41","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"DRE","DUKE REALTY REIT CORP","Real Estate","Equity","6,298,412.46","0.03","6,298,412.46","115,546.00","54.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UCG","UNICREDIT","Financials","Equity","6,293,470.61","0.03","6,293,470.61","611,011.00","10.30","Italy","Borsa Italiana","USD","0.91","EUR","-"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materials","Equity","6,280,952.09","0.03","6,280,952.09","148,745.00","42.23","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"REP","REPSOL SA","Energy","Equity","6,276,397.25","0.03","6,276,397.25","481,752.00","13.03","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financials","Equity","6,264,359.37","0.03","6,264,359.37","1,864,624.00","3.36","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"NA","NATIONAL BANK OF CANADA","Financials","Equity","6,247,916.99","0.03","6,247,916.99","81,467.00","76.69","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Financials","Equity","6,241,099.87","0.03","6,241,099.87","19,501,730.00","0.32","Indonesia","Indonesia Stock Exchange","USD","14,280.00","IDR","-"
"ANSS","ANSYS INC","Information Technology","Equity","6,226,926.28","0.03","6,226,926.28","20,513.00","303.56","United States","NASDAQ","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","6,223,614.60","0.03","6,223,614.60","37,555.00","165.72","United States","NASDAQ","USD","1.00","USD","-"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Equity","6,219,327.81","0.03","6,219,327.81","307,100.00","20.25","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","6,213,103.18","0.03","6,213,103.18","1,126,928.00","5.51","Mexico","Bolsa Mexicana De Valores","USD","20.96","MXN","-"
"WAT","WATERS CORP","Health Care","Equity","6,210,592.47","0.03","6,210,592.47","19,433.00","319.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPLK","SPLUNK INC","Information Technology","Equity","6,167,677.40","0.03","6,167,677.40","48,595.00","126.92","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","6,157,567.20","0.03","6,157,567.20","165,526.00","37.20","United States","NASDAQ","USD","1.00","USD","-"
"CVE","CENOVUS ENERGY INC","Energy","Equity","6,149,458.76","0.03","6,149,458.76","385,540.00","15.95","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"SOON","SONOVA HOLDING AG","Health Care","Equity","6,138,655.35","0.03","6,138,655.35","17,133.00","358.29","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","6,121,261.04","0.03","6,121,261.04","62,044.00","98.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1303","NAN YA PLASTICS CORP","Materials","Equity","6,112,073.37","0.03","6,112,073.37","1,933,830.00","3.16","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","6,111,696.48","0.03","6,111,696.48","129,266.00","47.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6752","PANASONIC CORP","Consumer Discretionary","Equity","6,107,411.72","0.03","6,107,411.72","646,800.00","9.44","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","6,069,998.29","0.03","6,069,998.29","113,064.00","53.69","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","6,065,340.12","0.03","6,065,340.12","95,427.00","63.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","6,060,847.31","0.03","6,060,847.31","15,589.00","388.79","United States","NASDAQ","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","6,017,566.68","0.03","6,017,566.68","43,398.00","138.66","United States","NASDAQ","USD","1.00","USD","-"
"POW","POWER CORPORATION OF CANADA","Financials","Equity","6,014,552.45","0.03","6,014,552.45","198,983.00","30.23","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"DNB","DNB BANK","Financials","Equity","5,985,425.68","0.03","5,985,425.68","282,579.00","21.18","Norway","Oslo Bors Asa","USD","8.95","NOK","-"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","5,978,687.63","0.03","5,978,687.63","1,596,500.00","3.74","Mexico","Bolsa Mexicana De Valores","USD","20.96","MXN","-"
"BXP","BOSTON PROPERTIES REIT INC","Real Estate","Equity","5,951,071.40","0.03","5,951,071.40","47,620.00","124.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8002","MARUBENI CORP","Industrials","Equity","5,948,617.26","0.03","5,948,617.26","533,100.00","11.16","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"6301","KOMATSU LTD","Industrials","Equity","5,939,684.39","0.03","5,939,684.39","253,700.00","23.41","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","5,929,273.08","0.03","5,929,273.08","2,018.00","2,938.19","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.75","DKK","-"
"NTAP","NETAPP INC","Information Technology","Equity","5,921,044.92","0.03","5,921,044.92","71,666.00","82.62","United States","NASDAQ","USD","1.00","USD","-"
"6503","MITSUBISHI ELECTRIC CORP","Industrials","Equity","5,910,283.28","0.03","5,910,283.28","522,000.00","11.32","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","5,909,423.71","0.03","5,909,423.71","57,260.00","103.20","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"2914","JAPAN TOBACCO INC","Consumer Staples","Equity","5,904,488.42","0.03","5,904,488.42","328,400.00","17.98","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"4543","TERUMO CORP","Health Care","Equity","5,899,097.14","0.03","5,899,097.14","191,300.00","30.84","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"7733","OLYMPUS CORP","Health Care","Equity","5,880,733.41","0.03","5,880,733.41","321,300.00","18.30","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"CDW","CDW CORP","Information Technology","Equity","5,862,335.20","0.03","5,862,335.20","34,460.00","170.12","United States","NASDAQ","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","5,837,158.80","0.03","5,837,158.80","36,355.00","160.56","United States","NASDAQ","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","5,817,971.37","0.03","5,817,971.37","17,187.00","338.51","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","5,816,880.21","0.03","5,816,880.21","15,333.00","379.37","United States","NASDAQ","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","5,801,981.37","0.03","5,801,981.37","163,759.00","35.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8053","SUMITOMO CORP","Industrials","Equity","5,799,982.75","0.03","5,799,982.75","349,400.00","16.60","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"051910","LG CHEM LTD","Materials","Equity","5,798,731.94","0.03","5,798,731.94","14,345.00","404.23","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","5,792,056.60","0.03","5,792,056.60","87,692.00","66.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UOB","UNITED OVERSEAS BANK LTD","Financials","Equity","5,774,518.15","0.03","5,774,518.15","261,800.00","22.06","Singapore","Singapore Exchange","USD","1.36","SGD","-"
"STO","SANTOS LTD","Energy","Equity","5,758,251.33","0.03","5,758,251.33","1,030,862.00","5.59","Australia","Asx - All Markets","USD","1.36","AUD","-"
"5108","BRIDGESTONE CORP","Consumer Discretionary","Equity","5,755,252.88","0.03","5,755,252.88","155,900.00","36.92","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","5,744,313.45","0.03","5,744,313.45","18,945.00","303.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2882","CATHAY FINANCIAL HOLDING LTD","Financials","Equity","5,741,692.02","0.03","5,741,692.02","2,699,357.00","2.13","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"1010","RIYAD BANK","Financials","Equity","5,737,607.62","0.03","5,737,607.62","575,525.00","9.97","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"PPL","PPL CORP","Utilities","Equity","5,733,864.18","0.03","5,733,864.18","215,721.00","26.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MT","ARCELORMITTAL SA","Materials","Equity","5,716,502.48","0.03","5,716,502.48","193,875.00","29.49","France","Euronext Amsterdam","USD","0.91","EUR","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","5,705,341.44","0.03","5,705,341.44","13,056.00","436.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PARA","PARAMOUNT GLOBAL CLASS B","Communication","Equity","5,665,050.40","0.03","5,665,050.40","170,480.00","33.23","United States","NASDAQ","USD","1.00","USD","-"
"FM","FIRST QUANTUM MINERALS LTD","Materials","Equity","5,659,482.83","0.03","5,659,482.83","185,889.00","30.45","Canada","Toronto Stock Exchange","USD","1.28","CAD","Mar 01, 1996"
"CTRA","COTERRA ENERGY INC","Energy","Equity","5,656,263.26","0.03","5,656,263.26","214,822.00","26.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","5,655,837.94","0.03","5,655,837.94","280,108.00","20.19","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"PETR3","PETROLEO BRASILEIRO SA PETROBRAS","Energy","Equity","5,647,757.89","0.03","5,647,757.89","800,136.00","7.06","Brazil","XBSP","USD","5.05","BRL","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","5,645,901.38","0.03","5,645,901.38","29,501.00","191.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","5,643,745.36","0.03","5,643,745.36","63,613.00","88.72","United States","NASDAQ","USD","1.00","USD","-"
"4911","SHISEIDO LTD","Consumer Staples","Equity","5,637,485.45","0.03","5,637,485.45","113,400.00","49.71","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"TRU","TRANSUNION","Industrials","Equity","5,592,783.04","0.03","5,592,783.04","58,453.00","95.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEAK","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","5,591,181.90","0.03","5,591,181.90","171,246.00","32.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","5,540,884.80","0.03","5,540,884.80","37,038.00","149.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","5,538,089.19","0.03","5,538,089.19","37,936.00","145.99","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"YUMC","YUM CHINA HOLDINGS INC","Consumer Discretionary","Equity","5,531,470.20","0.03","5,531,470.20","124,695.00","44.36","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","5,526,007.56","0.03","5,526,007.56","50,452.00","109.53","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","5,500,926.08","0.03","5,500,926.08","97,396.00","56.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGEN","SEAGEN INC","Health Care","Equity","5,486,173.48","0.03","5,486,173.48","38,956.00","140.83","United States","NASDAQ","USD","1.00","USD","-"
"ORSTED","ORSTED","Utilities","Equity","5,476,387.39","0.03","5,476,387.39","43,220.00","126.71","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.75","DKK","-"
"TER","TERADYNE INC","Information Technology","Equity","5,466,881.32","0.03","5,466,881.32","49,717.00","109.96","United States","NASDAQ","USD","1.00","USD","-"
"BT.A","BT GROUP PLC","Communication","Equity","5,457,311.16","0.03","5,457,311.16","2,435,888.00","2.24","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","5,450,656.52","0.03","5,450,656.52","459,196.00","11.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"III","3I GROUP PLC","Financials","Equity","5,449,567.49","0.03","5,449,567.49","340,940.00","15.98","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","5,445,492.58","0.03","5,445,492.58","34,402.00","158.29","United States","NASDAQ","USD","1.00","USD","-"
"T","TELUS CORP","Communication","Equity","5,442,638.84","0.03","5,442,638.84","209,314.00","26.00","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"WPL","WOODSIDE PETROLEUM LTD","Energy","Equity","5,440,107.41","0.03","5,440,107.41","233,553.00","23.29","Australia","Asx - All Markets","USD","1.36","AUD","-"
"STE","STERIS","Health Care","Equity","5,430,786.00","0.03","5,430,786.00","24,463.00","222.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","5,431,997.60","0.03","5,431,997.60","53,996.00","100.60","United States","NASDAQ","USD","1.00","USD","-"
"FSR","FIRSTRAND LTD","Financials","Equity","5,425,727.73","0.03","5,425,727.73","1,210,820.00","4.48","South Africa","Johannesburg Stock Exchange","USD","15.06","ZAR","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","5,421,342.78","0.03","5,421,342.78","12,754.00","425.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6326","KUBOTA CORP","Industrials","Equity","5,411,149.92","0.03","5,411,149.92","307,600.00","17.59","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","5,405,704.28","0.03","5,405,704.28","57,581.00","93.88","United States","NASDAQ","USD","1.00","USD","-"
"S32","SOUTH32 LTD","Materials","Equity","5,390,741.94","0.03","5,390,741.94","1,542,079.00","3.50","Australia","Asx - All Markets","USD","1.36","AUD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","5,390,735.73","0.03","5,390,735.73","110,989.00","48.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","5,373,961.58","0.03","5,373,961.58","80,678.00","66.61","United States","NASDAQ","USD","1.00","USD","-"
"MARK","MASRAF AL RAYAN","Financials","Equity","5,364,585.05","0.03","5,364,585.05","3,838,962.00","1.40","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","5,358,960.02","0.03","5,358,960.02","822,000.00","6.52","Mexico","Bolsa Mexicana De Valores","USD","20.96","MXN","-"
"CLNX","CELLNEX TELECOM SA","Communication","Equity","5,355,525.11","0.03","5,355,525.11","117,318.00","45.65","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"G","ASSICURAZIONI GENERALI","Financials","Equity","5,349,887.23","0.03","5,349,887.23","289,010.00","18.51","Italy","Borsa Italiana","USD","0.91","EUR","-"
"FTS","FORTIS INC","Utilities","Equity","5,349,531.47","0.03","5,349,531.47","113,334.00","47.20","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"GLE","SOCIETE GENERALE SA","Financials","Equity","5,335,951.06","0.03","5,335,951.06","218,485.00","24.42","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"HCLTECH","HCL TECHNOLOGIES LTD","Information Technology","Equity","5,332,560.93","0.03","5,332,560.93","341,317.00","15.62","India","National Stock Exchange Of India","USD","76.31","INR","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","5,311,235.04","0.03","5,311,235.04","12,984.00","409.06","United States","NASDAQ","USD","1.00","USD","-"
"NBK","NATIONAL BANK OF KUWAIT","Financials","Equity","5,309,334.96","0.03","5,309,334.96","1,421,441.00","3.74","Kuwait","Kuwait Stock Exchange","USD","0.30","KWD","-"
"ALL","ARISTOCRAT LEISURE LTD","Consumer Discretionary","Equity","5,301,497.22","0.03","5,301,497.22","199,546.00","26.57","Australia","Asx - All Markets","USD","1.36","AUD","-"
"FLT","FLEETCOR TECHNOLOGIES INC","Information Technology","Equity","5,269,843.80","0.03","5,269,843.80","22,828.00","230.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXISBANK","AXIS BANK LTD","Financials","Equity","5,257,831.13","0.03","5,257,831.13","577,306.00","9.11","India","National Stock Exchange Of India","USD","76.31","INR","-"
"SBNY","SIGNATURE BANK","Financials","Equity","5,257,991.34","0.03","5,257,991.34","16,998.00","309.33","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","5,235,787.50","0.03","5,235,787.50","91,375.00","57.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","5,169,193.23","0.03","5,169,193.23","24,803.00","208.41","United States","NASDAQ","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","5,165,079.04","0.03","5,165,079.04","78,784.00","65.56","United States","NASDAQ","USD","1.00","USD","-"
"COL","COLES GROUP LTD","Consumer Staples","Equity","5,163,800.25","0.03","5,163,800.25","404,643.00","12.76","Australia","Asx - All Markets","USD","1.36","AUD","-"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","5,161,711.13","0.03","5,161,711.13","803,040.00","6.43","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"2331","LI NING LTD","Consumer Discretionary","Equity","5,156,955.49","0.03","5,156,955.49","663,500.00","7.77","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"3","HONG KONG AND CHINA GAS LTD","Utilities","Equity","5,151,563.73","0.03","5,151,563.73","3,486,040.00","1.48","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","5,151,448.65","0.03","5,151,448.65","86,638.00","59.46","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"8801","MITSUI FUDOSAN LTD","Real Estate","Equity","5,139,960.33","0.03","5,139,960.33","238,900.00","21.52","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","5,135,665.41","0.03","5,135,665.41","39,393.00","130.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"7010","SAUDI TELECOM","Communication","Equity","5,134,378.04","0.03","5,134,378.04","173,216.00","29.64","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"GFI","GOLD FIELDS LTD","Materials","Equity","5,131,679.22","0.03","5,131,679.22","303,799.00","16.89","South Africa","Johannesburg Stock Exchange","USD","15.06","ZAR","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","5,123,812.33","0.03","5,123,812.33","130,013.00","39.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVO","EVOLUTION","Consumer Discretionary","Equity","5,120,745.79","0.03","5,120,745.79","51,928.00","98.61","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"AKZA","AKZO NOBEL NV","Materials","Equity","5,112,732.66","0.03","5,112,732.66","61,918.00","82.57","Netherlands","Euronext Amsterdam","USD","0.91","EUR","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","5,107,147.76","0.03","5,107,147.76","11,297.00","452.08","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","5,103,737.82","0.03","5,103,737.82","37,259.00","136.98","United States","NASDAQ","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materials","Equity","5,098,742.81","0.03","5,098,742.81","155,863.00","32.71","Australia","Asx - All Markets","USD","1.36","AUD","-"
"AMCR","AMCOR PLC","Materials","Equity","5,072,031.60","0.03","5,072,031.60","465,324.00","10.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","5,068,345.56","0.03","5,068,345.56","65,874.00","76.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOL","DOLLARAMA INC","Consumer Discretionary","Equity","5,058,195.08","0.03","5,058,195.08","93,536.00","54.08","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"NLOK","NORTONLIFELOCK INC","Information Technology","Equity","5,047,098.40","0.03","5,047,098.40","180,770.00","27.92","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","5,044,810.35","0.03","5,044,810.35","37,803.00","133.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"823","LINK REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","5,019,389.97","0.03","5,019,389.97","616,400.00","8.14","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Information Technology","Equity","5,017,216.54","0.03","5,017,216.54","67,102.00","74.77","United States","NASDAQ","USD","1.00","USD","-"
