iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 10, 2022"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"191,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"6186","CHINA FEIHE LTD","Consumer Staples","Equity","1,133,515.71","0.01","1,133,515.71","1,092,000.00","1.04","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"EDPR","EDP RENOVAVEIS SA","Utilities","Equity","1,129,691.77","0.01","1,129,691.77","45,166.00","25.01","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.91","EUR","-"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materials","Equity","1,127,946.23","0.01","1,127,946.23","482,847.00","2.34","Turkey","Istanbul Stock Exchange","USD","14.82","TRY","-"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","1,128,546.62","0.01","1,128,546.62","37,106.00","30.41","India","National Stock Exchange Of India","USD","76.31","INR","-"
"3003","HULIC LTD","Real Estate","Equity","1,125,691.37","0.01","1,125,691.37","124,800.00","9.02","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"4516","NIPPON SHINYAKU LTD","Health Care","Equity","1,121,476.31","0.01","1,121,476.31","16,400.00","68.38","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"135","KUNLUN ENERGY LTD","Utilities","Equity","1,121,509.47","0.01","1,121,509.47","1,192,000.00","0.94","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"9008","KEIO CORP","Industrials","Equity","1,113,517.01","0.01","1,113,517.01","27,300.00","40.79","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"5333","NGK INSULATORS LTD","Industrials","Equity","1,110,593.71","0.01","1,110,593.71","79,500.00","13.97","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"2593","ITO EN LTD","Consumer Staples","Equity","1,111,033.50","0.01","1,111,033.50","20,100.00","55.28","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"DMP","DOMINOS PIZZA ENTERPRISES LTD","Consumer Discretionary","Equity","1,109,973.43","0.01","1,109,973.43","18,213.00","60.94","Australia","Asx - All Markets","USD","1.36","AUD","-"
"6669","WIWYNN CORPORATION CORP","Information Technology","Equity","1,110,515.36","0.01","1,110,515.36","33,000.00","33.65","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"SOLB","SOLVAY SA","Materials","Equity","1,109,004.80","0.01","1,109,004.80","11,314.00","98.02","Belgium","Nyse Euronext - Euronext Brussels","USD","0.91","EUR","-"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","1,109,238.89","0.01","1,109,238.89","8,677,132.00","12.78","Hong Kong","-","USD","7.82","HKD","-"
"4768","OTSUKA CORP","Information Technology","Equity","1,108,869.06","0.01","1,108,869.06","30,800.00","36.00","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"9945","RUENTEX DEVELOPMENT LTD","Real Estate","Equity","1,105,802.67","0.01","1,105,802.67","436,000.00","2.54","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"COMI","COMMERCIAL INTERNATIONAL BANK","Financials","Equity","1,102,734.54","0.01","1,102,734.54","423,208.00","2.61","Egypt","Egyptian Exchange","USD","15.74","EGP","-"
"7020","ETIHAD ETISALAT","Communication","Equity","1,103,737.04","0.01","1,103,737.04","113,443.00","9.73","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"EDF","ELECTRICITE DE FRANCE SA","Utilities","Equity","1,103,229.95","0.01","1,103,229.95","120,895.00","9.13","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"6465","HOSHIZAKI CORP","Industrials","Equity","1,103,091.45","0.01","1,103,091.45","15,600.00","70.71","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"2601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Equity","1,102,816.20","0.01","1,102,816.20","419,800.00","2.63","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"SW","SODEXO SA","Consumer Discretionary","Equity","1,099,984.79","0.01","1,099,984.79","14,360.00","76.60","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"REH","REECE LTD","Industrials","Equity","1,099,346.57","0.01","1,099,346.57","78,496.00","14.01","Australia","Asx - All Markets","USD","1.36","AUD","-"
"BEKE","KE HOLDINGS ADR REPRESENTING INC","Real Estate","Equity","1,097,437.00","0.01","1,097,437.00","99,767.00","11.00","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOF","SOFINA SA","Financials","Equity","1,095,452.66","0.01","1,095,452.66","2,907.00","376.83","Belgium","Nyse Euronext - Euronext Brussels","USD","0.91","EUR","-"
"VEDL","VEDANTA LTD","Materials","Equity","1,096,307.84","0.01","1,096,307.84","221,160.00","4.96","India","National Stock Exchange Of India","USD","76.31","INR","-"
"300122","CHONGQING ZHIFEI BIOLOGICAL PRODUC","Health Care","Equity","1,096,094.76","0.01","1,096,094.76","58,100.00","18.87","China","Shenzhen Stock Exchange","USD","6.32","CNY","-"
"4183","MITSUI CHEMICALS INC","Materials","Equity","1,094,683.74","0.01","1,094,683.74","45,000.00","24.33","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"PST","POSTE ITALIANE","Financials","Equity","1,090,417.20","0.01","1,090,417.20","103,000.00","10.59","Italy","Borsa Italiana","USD","0.91","EUR","-"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Energy","Equity","1,090,741.07","0.01","1,090,741.07","58,281.00","18.72","Australia","Asx - All Markets","USD","1.36","AUD","-"
"AEV","ABOITIZ EQUITY VENTURES PHP1 INC","Industrials","Equity","1,089,473.05","0.01","1,089,473.05","955,740.00","1.14","Philippines","Philippine Stock Exchange Inc.","USD","52.15","PHP","-"
"6409","VOLTRONIC POWER TECHNOLOGY CORP","Industrials","Equity","1,088,927.30","0.01","1,088,927.30","21,000.00","51.85","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","Information Technology","Equity","1,086,983.94","0.01","1,086,983.94","106,600.00","10.20","Thailand","Stock Exchange Of Thailand","USD","33.15","THB","-"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","1,083,987.42","0.01","1,083,987.42","498,800.00","2.17","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Consumer Staples","Equity","1,083,686.58","0.01","1,083,686.58","211,458.00","5.12","Turkey","Istanbul Stock Exchange","USD","14.82","TRY","-"
"3105","WIN SEMICONDUCTORS CORP","Information Technology","Equity","1,084,059.40","0.01","1,084,059.40","104,000.00","10.42","Taiwan","Gretai Securities Market","USD","28.35","TWD","-"
"CPIN","CHAROEN POKPHAND INDONESIA","Consumer Staples","Equity","1,079,789.92","0.01","1,079,789.92","2,693,345.00","0.40","Indonesia","Indonesia Stock Exchange","USD","14,280.00","IDR","-"
"2875","TOYO SUISAN LTD","Consumer Staples","Equity","1,078,204.63","0.01","1,078,204.63","27,300.00","39.49","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"011070","LG INNOTEK LTD","Information Technology","Equity","1,078,327.70","0.01","1,078,327.70","3,752.00","287.40","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","Utilities","Equity","1,075,923.54","0.01","1,075,923.54","156,693.00","6.87","Brazil","XBSP","USD","5.05","BRL","-"
"BSANTANDER","BANCO SANTANDER CHILE","Financials","Equity","1,072,313.02","0.01","1,072,313.02","21,119,927.00","0.05","Chile","Santiago Stock Exchange","USD","805.75","CLP","-"
"3092","ZOZO INC","Consumer Discretionary","Equity","1,073,254.86","0.01","1,073,254.86","39,200.00","27.38","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"ENELAM","ENEL AMERICAS SA","Utilities","Equity","1,070,370.64","0.01","1,070,370.64","9,225,063.00","0.12","Chile","Santiago Stock Exchange","USD","805.75","CLP","-"
"1658","POSTAL SAVINGS BANK OF CHINA LTD H","Financials","Equity","1,070,135.25","0.01","1,070,135.25","1,333,000.00","0.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"BILI","BILIBILI AMERICAN DEPOSITARY SHARE","Communication","Equity","1,066,244.08","0.01","1,066,244.08","49,181.00","21.68","China","NASDAQ","USD","1.00","USD","-"
"7276","KOITO MANUFACTURING LTD","Consumer Discretionary","Equity","1,067,028.84","0.01","1,067,028.84","24,600.00","43.38","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","1,065,676.50","0.01","1,065,676.50","6,265.00","170.10","United States","NASDAQ","USD","1.00","USD","-"
"FDJ","LA FRANCAISE DES JEUX SA","Consumer Discretionary","Equity","1,057,326.62","0.01","1,057,326.62","27,952.00","37.83","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"V03","VENTURE CORPORATION LTD","Information Technology","Equity","1,057,536.63","0.01","1,057,536.63","85,300.00","12.40","Singapore","Singapore Exchange","USD","1.36","SGD","-"
"QIBK","QATAR ISLAMIC BANK","Financials","Equity","1,058,226.39","0.01","1,058,226.39","168,878.00","6.27","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"011170","LOTTE CHEMICAL CORP","Materials","Equity","1,055,092.61","0.01","1,055,092.61","6,595.00","159.98","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"HEIO","HEINEKEN HOLDING NV","Consumer Staples","Equity","1,049,395.88","0.01","1,049,395.88","14,162.00","74.10","Netherlands","Euronext Amsterdam","USD","0.91","EUR","-"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Consumer Discretionary","Equity","1,049,520.62","0.01","1,049,520.62","536,600.00","1.96","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"247540","ECOPRO BM LTD","Industrials","Equity","1,045,502.30","0.01","1,045,502.30","3,574.00","292.53","Korea (South)","Korea Exchange (Kosdaq)","USD","1,228.25","KRW","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","1,043,740.74","0.01","1,043,740.74","27,202.00","38.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","Materials","Equity","1,043,139.50","0.01","1,043,139.50","191,583.00","5.44","Brazil","XBSP","USD","5.05","BRL","-"
"BIM","BIOMERIEUX SA","Health Care","Equity","1,042,699.39","0.01","1,042,699.39","10,445.00","99.83","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"4091","NIPPON SANSO HOLDINGS CORP","Materials","Equity","1,040,548.44","0.01","1,040,548.44","55,200.00","18.85","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"5876","SHANGHAI COMMERCIAL LTD","Financials","Equity","1,040,036.69","0.01","1,040,036.69","630,000.00","1.65","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"LHA","DEUTSCHE LUFTHANSA AG","Industrials","Equity","1,034,368.04","0.01","1,034,368.04","138,276.00","7.48","Germany","Xetra","USD","0.91","EUR","-"
"4922","KOSE CORP","Consumer Staples","Equity","1,033,027.21","0.01","1,033,027.21","9,700.00","106.50","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"3349","COSMOS PHARMACEUTICAL CORP","Consumer Staples","Equity","1,029,293.32","0.01","1,029,293.32","7,400.00","139.09","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"GRUPOSURA","GRUPO DE INVERSIONES SURAMERICANA","Financials","Equity","1,027,132.76","0.01","1,027,132.76","121,604.00","8.45","Colombia","Bolsa De Valores De Colombia","USD","3,782.62","COP","-"
"ZLAB","ZAI LABORATORY ADR REPRESENTING LT","Health Care","Equity","1,026,305.00","0.01","1,026,305.00","28,910.00","35.50","China","NASDAQ","USD","1.00","USD","-"
"1140","BANK ALBILAD","Financials","Equity","1,020,682.13","0.01","1,020,682.13","67,177.00","15.19","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"009830","HANWHA SOLUTIONS CORP","Materials","Equity","1,018,374.60","0.01","1,018,374.60","34,553.00","29.47","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"BLDP","BALLARD POWER SYSTEMS INC","Industrials","Equity","1,015,887.26","0.01","1,015,887.26","87,866.00","11.56","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"REA","REA GROUP LTD","Communication","Equity","1,016,296.80","0.01","1,016,296.80","10,307.00","98.60","Australia","Asx - All Markets","USD","1.36","AUD","-"
"ELI","ELIA GROUP SA","Utilities","Equity","1,011,829.52","0.01","1,011,829.52","7,053.00","143.46","Belgium","Nyse Euronext - Euronext Brussels","USD","0.91","EUR","-"
"2371","KAKAKU.COM INC","Communication","Equity","1,007,554.00","0.01","1,007,554.00","47,400.00","21.26","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"PRIO3","PETRO RIO SA","Energy","Equity","1,005,971.10","0.01","1,005,971.10","196,778.00","5.11","Brazil","XBSP","USD","5.05","BRL","-"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","1,006,539.41","0.01","1,006,539.41","288,452.00","3.49","New Zealand","New Zealand Exchange Ltd","USD","1.46","NZD","-"
"MABANEE","MABANEE COMPANY","Real Estate","Equity","1,004,632.11","0.01","1,004,632.11","337,770.00","2.97","Kuwait","Kuwait Stock Exchange","USD","0.30","KWD","-"
"HIK","HIKMA PHARMACEUTICALS PLC","Health Care","Equity","1,004,754.79","0.01","1,004,754.79","38,682.00","25.97","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"KLBF","KALBE FARMA","Health Care","Equity","1,000,618.59","0.01","1,000,618.59","8,902,700.00","0.11","Indonesia","Indonesia Stock Exchange","USD","14,280.00","IDR","-"
"PTTGC.R","PTT GLOBAL CHEMICAL NON-VOTING DR","Materials","Equity","999,472.06","0.01","999,472.06","662,600.00","1.51","Thailand","Stock Exchange Of Thailand","USD","33.15","THB","-"
"DIA","DIASORIN","Health Care","Equity","998,513.66","0.01","998,513.66","7,508.00","132.99","Italy","Borsa Italiana","USD","0.91","EUR","-"
"2002","NISSHIN SEIFUN GROUP INC","Consumer Staples","Equity","996,369.59","0.01","996,369.59","71,500.00","13.94","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"LI","KLEPIERRE REIT SA","Real Estate","Equity","997,530.90","0.01","997,530.90","40,707.00","24.51","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"BPCL","BHARAT PETROLEUM LTD","Energy","Equity","996,482.93","0.01","996,482.93","217,870.00","4.57","India","National Stock Exchange Of India","USD","76.31","INR","-"
"DQ","DAQO NEW ENERGY ADR REPRESENTING","Information Technology","Equity","993,708.10","0.01","993,708.10","20,815.00","47.74","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QAN","QANTAS AIRWAYS LTD","Industrials","Equity","988,559.38","0.01","988,559.38","272,463.00","3.63","Australia","Asx - All Markets","USD","1.36","AUD","-"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Health Care","Equity","988,055.12","0.01","988,055.12","796,000.00","1.24","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"998","CHINA CITIC BANK CORP LTD H","Financials","Equity","987,112.98","0.01","987,112.98","2,139,000.00","0.46","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"6886","HUATAI SECURITIES LTD H","Financials","Equity","986,754.28","0.01","986,754.28","645,400.00","1.53","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"4613","KANSAI PAINT LTD","Materials","Equity","981,805.72","0.01","981,805.72","57,300.00","17.13","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"CNP","CNP ASSURANCES SA","Financials","Equity","982,218.80","0.01","982,218.80","41,004.00","23.95","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"5947","RINNAI CORP","Consumer Discretionary","Equity","977,933.00","0.01","977,933.00","12,300.00","79.51","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"1193","CHINA RESOURCES GAS GROUP LTD","Utilities","Equity","979,546.44","0.01","979,546.44","258,000.00","3.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"LU","LUFAX HLDG AMERICAN DEPOSITARY SH","Financials","Equity","976,491.60","0.01","976,491.60","166,070.00","5.88","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BELA","JUMBO SA","Consumer Discretionary","Equity","977,407.06","0.01","977,407.06","65,225.00","14.99","Greece","Athens Exchange S.A. Cash Market","USD","0.91","EUR","-"
"MARICO","MARICO LTD","Consumer Staples","Equity","977,257.33","0.01","977,257.33","148,901.00","6.56","India","National Stock Exchange Of India","USD","76.31","INR","-"
"4385","MERCARI INC","Consumer Discretionary","Equity","974,776.87","0.01","974,776.87","36,000.00","27.08","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"SCHB","SCHIBSTED B","Communication","Equity","972,816.43","0.01","972,816.43","39,809.00","24.44","Norway","Oslo Bors Asa","USD","8.95","NOK","-"
"9921","GIANT MANUFACTURING LTD","Consumer Discretionary","Equity","971,815.58","0.01","971,815.58","95,000.00","10.23","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"2338","WEICHAI POWER LTD H","Industrials","Equity","972,346.79","0.01","972,346.79","649,000.00","1.50","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"4716","ORACLE JAPAN CORP","Information Technology","Equity","965,196.40","0.01","965,196.40","13,700.00","70.45","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumer Discretionary","Equity","963,053.12","0.01","963,053.12","35,100.00","27.44","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"017670","SK TELECOM LTD","Communication","Equity","961,423.98","0.01","961,423.98","20,717.00","46.41","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"2359","WUXI APPTEC LTD H","Health Care","Equity","958,175.75","0.01","958,175.75","70,512.00","13.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"DKK","DKK CASH","Cash and/or Derivatives","Cash","958,825.13","0.01","958,825.13","6,474,419.00","14.81","Denmark","-","USD","6.75","DKK","-"
"PAGEIND","PAGE INDUSTRIES LTD","Consumer Discretionary","Equity","958,049.68","0.01","958,049.68","1,783.00","537.32","India","National Stock Exchange Of India","USD","76.31","INR","-"
"MAYBANK","MALAYAN BANKING","Financials","Equity","955,963.23","0.01","955,963.23","447,300.00","2.14","Malaysia","Bursa Malaysia","USD","4.19","MYR","-"
"BANB","BACHEM HOLDING AG","Health Care","Equity","955,074.67","0.01","955,074.67","1,684.00","567.15","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"CWN","CROWN RESORTS LTD","Consumer Discretionary","Equity","956,219.23","0.01","956,219.23","104,194.00","9.18","Australia","Asx - All Markets","USD","1.36","AUD","-"
"BCI","BANCO DE CREDITO E INVERSION","Financials","Equity","953,378.78","0.01","953,378.78","28,556.00","33.39","Chile","Santiago Stock Exchange","USD","805.75","CLP","-"
"2600","ALUMINUM CORPORATION OF CHINA CORP","Materials","Equity","953,483.50","0.01","953,483.50","1,516,000.00","0.63","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"4042","TOSOH CORP","Materials","Equity","950,352.26","0.01","950,352.26","64,600.00","14.71","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"KBX","KNORR BREMSE AG","Industrials","Equity","948,155.59","0.01","948,155.59","12,265.00","77.31","Germany","Xetra","USD","0.91","EUR","-"
"DEMANT","DEMANT","Health Care","Equity","945,935.33","0.01","945,935.33","24,815.00","38.12","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.75","DKK","-"
"3391","TSURUHA HOLDINGS INC","Consumer Staples","Equity","944,353.90","0.01","944,353.90","11,700.00","80.71","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"1476","ECLAT TEXTILE LTD","Consumer Discretionary","Equity","942,784.58","0.01","942,784.58","59,000.00","15.98","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"HUSQ B","HUSQVARNA","Industrials","Equity","939,426.08","0.01","939,426.08","84,842.00","11.07","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"MGLU3","MAGAZINE LUIZA SA","Consumer Discretionary","Equity","939,788.74","0.01","939,788.74","796,400.00","1.18","Brazil","XBSP","USD","5.05","BRL","-"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","938,604.10","0.01","938,604.10","285,290.00","3.29","Singapore","NASDAQ","USD","1.00","USD","-"
"4938","PEGATRON CORP","Information Technology","Equity","937,853.19","0.01","937,853.19","382,000.00","2.46","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"JUBLFOOD","JUBILANT FOODWORKS LTD","Consumer Discretionary","Equity","933,076.67","0.01","933,076.67","25,841.00","36.11","India","National Stock Exchange Of India","USD","76.31","INR","-"
"1803","SHIMIZU CORP","Industrials","Equity","928,568.96","0.01","928,568.96","141,500.00","6.56","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"INDIGO","INTERGLOBE AVIATION LTD","Industrials","Equity","928,436.22","0.01","928,436.22","39,590.00","23.45","India","National Stock Exchange Of India","USD","76.31","INR","-"
"LSPD","LIGHTSPEED COMMERCE INC","Information Technology","Equity","927,233.39","0.01","927,233.39","40,944.00","22.65","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Equity","924,993.18","0.01","924,993.18","35,891.00","25.77","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"001040","CJ CORP","Industrials","Equity","923,418.20","0.01","923,418.20","14,142.00","65.30","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"7453","RYOHIN KEIKAKU LTD","Consumer Discretionary","Equity","920,622.60","0.01","920,622.60","68,000.00","13.54","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Utilities","Equity","921,049.77","0.01","921,049.77","110,000.00","8.37","Brazil","XBSP","USD","5.05","BRL","-"
"3311","CHINA STATE CONSTRUCTION INTERNATI","Industrials","Equity","920,793.60","0.01","920,793.60","686,000.00","1.34","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"SRTRANSFIN","SHRIRAM TRANSPORT FINANCE COMPANY","Financials","Equity","918,448.59","0.01","918,448.59","64,921.00","14.15","India","National Stock Exchange Of India","USD","76.31","INR","-"
"BVN","BUENAVENTURA ADR REPRESENTING","Materials","Equity","913,500.94","0.01","913,500.94","83,501.00","10.94","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHREECEM","SHREE CEMENT LTD","Materials","Equity","913,445.57","0.01","913,445.57","3,140.00","290.91","India","National Stock Exchange Of India","USD","76.31","INR","-"
"3141","WELCIA HOLDINGS LTD","Consumer Staples","Equity","911,240.46","0.01","911,240.46","33,600.00","27.12","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"UN01","UNIPER","Utilities","Equity","910,692.97","0.01","910,692.97","41,367.00","22.02","Germany","Xetra","USD","0.91","EUR","-"
"TIT","TELECOM ITALIA","Communication","Equity","907,678.34","0.01","907,678.34","2,990,115.00","0.30","Italy","Borsa Italiana","USD","0.91","EUR","-"
"AUROPHARMA","AUROBINDO PHARMA LTD","Health Care","Equity","908,443.54","0.01","908,443.54","109,960.00","8.26","India","National Stock Exchange Of India","USD","76.31","INR","-"
"BAJAJ.AUTO","BAJAJ AUTO LTD","Consumer Discretionary","Equity","907,917.32","0.01","907,917.32","20,243.00","44.85","India","National Stock Exchange Of India","USD","76.31","INR","-"
"9719","SCSK CORP","Information Technology","Equity","902,236.88","0.01","902,236.88","53,300.00","16.93","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"DLF","DLF LTD","Real Estate","Equity","902,494.90","0.01","902,494.90","194,177.00","4.65","India","National Stock Exchange Of India","USD","76.31","INR","-"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Industrials","Equity","903,915.73","0.01","903,915.73","29,765.00","30.37","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"003490","KOREAN AIR LINES LTD","Industrials","Equity","902,181.40","0.01","902,181.40","39,717.00","22.72","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"PEL","PIRAMAL ENTERPRISES LTD","Financials","Equity","896,926.95","0.00","896,926.95","34,329.00","26.13","India","National Stock Exchange Of India","USD","76.31","INR","-"
"3861","OJI HOLDINGS CORP","Materials","Equity","895,011.43","0.00","895,011.43","194,000.00","4.61","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"BB","BLACKBERRY LTD","Information Technology","Equity","895,718.54","0.00","895,718.54","137,460.00","6.52","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"2408","NANYA TECHNOLOGY CORP","Information Technology","Equity","895,541.29","0.00","895,541.29","331,000.00","2.71","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"028300","HLB INC","Consumer Discretionary","Equity","895,590.31","0.00","895,590.31","35,948.00","24.91","Korea (South)","Korea Exchange (Kosdaq)","USD","1,228.25","KRW","-"
"6865","FLAT GLASS GROUP LTD H","Information Technology","Equity","894,907.06","0.00","894,907.06","195,000.00","4.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Consumer Discretionary","Equity","891,849.34","0.00","891,849.34","124,213.00","7.18","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LATO B","LATOUR INVESTMENT CLASS B","Industrials","Equity","891,047.00","0.00","891,047.00","32,156.00","27.71","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","888,288.81","0.00","888,288.81","326,100.00","2.72","Mexico","Bolsa Mexicana De Valores","USD","20.96","MXN","-"
"1099","SINOPHARM GROUP LTD H","Health Care","Equity","884,497.74","0.00","884,497.74","373,600.00","2.37","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Consumer Discretionary","Equity","882,880.37","0.00","882,880.37","219,600.00","4.02","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"BEL","BHARAT ELECTRONICS LTD","Industrials","Equity","883,125.94","0.00","883,125.94","310,897.00","2.84","India","National Stock Exchange Of India","USD","76.31","INR","-"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD","Consumer Staples","Equity","883,156.95","0.00","883,156.95","94,801.00","9.32","India","National Stock Exchange Of India","USD","76.31","INR","-"
"257","CHINA EVERBRIGHT ENVIRONMENT GROUP","Industrials","Equity","881,844.91","0.00","881,844.91","1,206,000.00","0.73","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"302440","SK BIOSCIENCE LTD","Health Care","Equity","881,375.94","0.00","881,375.94","7,217.00","122.12","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
